[2024-08-31 13:00:45.672] [info]  No state version found, assuming empty state.
[2024-08-31 13:07:37.633] [info]  Migrator CollapsedGroupingsMigrator (to version 22) should migrate: false - up
[2024-08-31 13:07:37.634] [info]  Migrator MoveBiometricPromptsToStateProviders (to version 23) should migrate: false - up
[2024-08-31 13:07:37.634] [info]  Migrator SmOnboardingTasksMigrator (to version 24) should migrate: false - up
[2024-08-31 13:07:37.634] [info]  Migrator ClearClipboardDelayMigrator (to version 25) should migrate: false - up
[2024-08-31 13:07:37.634] [info]  Migrator RevertLastSyncMigrator (to version 26) should migrate: false - up
[2024-08-31 13:07:37.634] [info]  Migrator BadgeSettingsMigrator (to version 27) should migrate: false - up
[2024-08-31 13:07:37.634] [info]  Migrator MoveBiometricUnlockToStateProviders (to version 28) should migrate: false - up
[2024-08-31 13:07:37.634] [info]  Migrator UserNotificationSettingsKeyMigrator (to version 29) should migrate: false - up
[2024-08-31 13:07:37.634] [info]  Migrator PolicyMigrator (to version 30) should migrate: false - up
[2024-08-31 13:07:37.634] [info]  Migrator EnableContextMenuMigrator (to version 31) should migrate: false - up
[2024-08-31 13:07:37.634] [info]  Migrator PreferredLanguageMigrator (to version 32) should migrate: false - up
[2024-08-31 13:07:37.635] [info]  Migrator AppIdMigrator (to version 33) should migrate: false - up
[2024-08-31 13:07:37.635] [info]  Migrator DomainSettingsMigrator (to version 34) should migrate: false - up
[2024-08-31 13:07:37.635] [info]  Migrator MoveThemeToStateProviderMigrator (to version 35) should migrate: false - up
[2024-08-31 13:07:37.635] [info]  Migrator VaultSettingsKeyMigrator (to version 36) should migrate: false - up
[2024-08-31 13:07:37.635] [info]  Migrator AvatarColorMigrator (to version 37) should migrate: false - up
[2024-08-31 13:07:37.635] [info]  Migrator TokenServiceStateProviderMigrator (to version 38) should migrate: false - up
[2024-08-31 13:07:37.635] [info]  Migrator MoveBillingAccountProfileMigrator (to version 39) should migrate: false - up
[2024-08-31 13:07:37.635] [info]  Migrator OrganizationMigrator (to version 40) should migrate: false - up
[2024-08-31 13:07:37.635] [info]  Migrator EventCollectionMigrator (to version 41) should migrate: false - up
[2024-08-31 13:07:37.635] [info]  Migrator EnableFaviconMigrator (to version 42) should migrate: false - up
[2024-08-31 13:07:37.636] [info]  Migrator AutoConfirmFingerPrintsMigrator (to version 43) should migrate: false - up
[2024-08-31 13:07:37.636] [info]  Migrator UserDecryptionOptionsMigrator (to version 44) should migrate: false - up
[2024-08-31 13:07:37.636] [info]  Migrator MergeEnvironmentState (to version 45) should migrate: false - up
[2024-08-31 13:07:37.636] [info]  Migrator DeleteBiometricPromptCancelledData (to version 46) should migrate: false - up
[2024-08-31 13:07:37.636] [info]  Migrator MoveDesktopSettingsMigrator (to version 47) should migrate: false - up
[2024-08-31 13:07:37.636] [info]  Migrator MoveDdgToStateProviderMigrator (to version 48) should migrate: false - up
[2024-08-31 13:07:37.636] [info]  Migrator AccountServerConfigMigrator (to version 49) should migrate: false - up
[2024-08-31 13:07:37.636] [info]  Migrator KeyConnectorMigrator (to version 50) should migrate: false - up
[2024-08-31 13:07:37.636] [info]  Migrator RememberedEmailMigrator (to version 51) should migrate: false - up
[2024-08-31 13:07:37.637] [info]  Migrator DeleteInstalledVersion (to version 52) should migrate: false - up
[2024-08-31 13:07:37.637] [info]  Migrator DeviceTrustServiceStateProviderMigrator (to version 53) should migrate: false - up
[2024-08-31 13:07:37.637] [info]  Migrator SendMigrator (to version 54) should migrate: false - up
[2024-08-31 13:07:37.637] [info]  Migrator MoveMasterKeyStateToProviderMigrator (to version 55) should migrate: false - up
[2024-08-31 13:07:37.637] [info]  Migrator AuthRequestMigrator (to version 56) should migrate: false - up
[2024-08-31 13:07:37.637] [info]  Migrator CipherServiceMigrator (to version 57) should migrate: false - up
[2024-08-31 13:07:37.637] [info]  Migrator RemoveRefreshTokenMigratedFlagMigrator (to version 58) should migrate: false - up
[2024-08-31 13:07:37.637] [info]  Migrator KdfConfigMigrator (to version 59) should migrate: false - up
[2024-08-31 13:07:37.637] [info]  Migrator KnownAccountsMigrator (to version 60) should migrate: false - up
[2024-08-31 13:07:37.637] [info]  Migrator PinStateMigrator (to version 61) should migrate: false - up
[2024-08-31 13:07:37.637] [info]  Migrator VaultTimeoutSettingsServiceStateProviderMigrator (to version 62) should migrate: false - up
[2024-08-31 13:07:37.638] [info]  Migrator PasswordOptionsMigrator (to version 63) should migrate: false - up
[2024-08-31 13:07:37.638] [info]  Migrator GeneratorHistoryMigrator (to version 64) should migrate: false - up
[2024-08-31 13:07:37.638] [info]  Migrator ForwarderOptionsMigrator (to version 65) should migrate: false - up
[2024-08-31 13:07:37.638] [info]  Migrator MoveFinalDesktopSettingsMigrator (to version 66) should migrate: false - up
[2024-08-31 13:07:37.638] [info]  Migrator RemoveUnassignedItemsBannerDismissed (to version 67) should migrate: false - up
[2024-08-31 13:07:37.638] [info]  Migrator MoveLastSyncDate (to version 68) should migrate: false - up
[2024-08-31 13:07:37.696] [info]  Coredumps are disabled in renderer process
[2024-08-31 13:07:38.581] [info]  State version: 68
[2024-08-31 13:07:38.602] [info]  Error: No password found
[2024-08-31 13:07:44.844] [error] Error: Invalid master password
[2024-08-31 13:08:00.311] [info]  Starting decryption using multithreading
[2024-08-31 13:08:00.503] [info]  Finished search indexing
[2024-08-31 13:08:09.268] [error] TypeError: Object has been destroyed
    at WindowMain.<anonymous> (/usr/lib/bitwarden/app.asar/main.js:86121:36)
    at Generator.next (<anonymous>)
    at /usr/lib/bitwarden/app.asar/main.js:85852:71
    at new Promise (<anonymous>)
    at window_main_awaiter (/usr/lib/bitwarden/app.asar/main.js:85848:12)
    at WindowMain.updateWindowState (/usr/lib/bitwarden/app.asar/main.js:86116:16)
    at WindowMain.<anonymous> (/usr/lib/bitwarden/app.asar/main.js:86051:28)
    at Generator.next (<anonymous>)
    at /usr/lib/bitwarden/app.asar/main.js:85852:71
    at new Promise (<anonymous>)
[2024-08-31 13:11:06.751] [info]  State version: 68
[2024-08-31 13:11:06.756] [info]  Migrator MinVersionMigrator (to version 3) should migrate: false - up
[2024-08-31 13:11:06.756] [info]  Migrator RemoveEverBeenUnlockedMigrator (to version 4) should migrate: false - up
[2024-08-31 13:11:06.757] [info]  Migrator AddKeyTypeToOrgKeysMigrator (to version 5) should migrate: false - up
[2024-08-31 13:11:06.757] [info]  Migrator RemoveLegacyEtmKeyMigrator (to version 6) should migrate: false - up
[2024-08-31 13:11:06.757] [info]  Migrator MoveBiometricAutoPromptToAccount (to version 7) should migrate: false - up
[2024-08-31 13:11:06.757] [info]  Migrator MoveStateVersionMigrator (to version 8) should migrate: false - up
[2024-08-31 13:11:06.758] [info]  Migrator MoveBrowserSettingsToGlobal (to version 9) should migrate: false - up
[2024-08-31 13:11:06.758] [info]  Migrator EverHadUserKeyMigrator (to version 10) should migrate: false - up
[2024-08-31 13:11:06.758] [info]  Migrator OrganizationKeyMigrator (to version 11) should migrate: false - up
[2024-08-31 13:11:06.758] [info]  Migrator MoveEnvironmentStateToProviders (to version 12) should migrate: false - up
[2024-08-31 13:11:06.758] [info]  Migrator ProviderKeyMigrator (to version 13) should migrate: false - up
[2024-08-31 13:11:06.759] [info]  Migrator MoveBiometricClientKeyHalfToStateProviders (to version 14) should migrate: false - up
[2024-08-31 13:11:06.759] [info]  Migrator FolderMigrator (to version 15) should migrate: false - up
[2024-08-31 13:11:06.759] [info]  Migrator LastSyncMigrator (to version 16) should migrate: false - up
[2024-08-31 13:11:06.759] [info]  Migrator EnablePasskeysMigrator (to version 17) should migrate: false - up
[2024-08-31 13:11:06.759] [info]  Migrator AutofillSettingsKeyMigrator (to version 18) should migrate: false - up
[2024-08-31 13:11:06.759] [info]  Migrator RequirePasswordOnStartMigrator (to version 19) should migrate: false - up
[2024-08-31 13:11:06.759] [info]  Migrator PrivateKeyMigrator (to version 20) should migrate: false - up
[2024-08-31 13:11:06.759] [info]  Migrator CollectionMigrator (to version 21) should migrate: false - up
[2024-08-31 13:11:06.759] [info]  Migrator CollapsedGroupingsMigrator (to version 22) should migrate: false - up
[2024-08-31 13:11:06.760] [info]  Migrator MoveBiometricPromptsToStateProviders (to version 23) should migrate: false - up
[2024-08-31 13:11:06.760] [info]  Migrator SmOnboardingTasksMigrator (to version 24) should migrate: false - up
[2024-08-31 13:11:06.760] [info]  Migrator ClearClipboardDelayMigrator (to version 25) should migrate: false - up
[2024-08-31 13:11:06.760] [info]  Migrator RevertLastSyncMigrator (to version 26) should migrate: false - up
[2024-08-31 13:11:06.760] [info]  Migrator BadgeSettingsMigrator (to version 27) should migrate: false - up
[2024-08-31 13:11:06.760] [info]  Migrator MoveBiometricUnlockToStateProviders (to version 28) should migrate: false - up
[2024-08-31 13:11:06.760] [info]  Migrator UserNotificationSettingsKeyMigrator (to version 29) should migrate: false - up
[2024-08-31 13:11:06.760] [info]  Migrator PolicyMigrator (to version 30) should migrate: false - up
[2024-08-31 13:11:06.760] [info]  Migrator EnableContextMenuMigrator (to version 31) should migrate: false - up
[2024-08-31 13:11:06.760] [info]  Migrator PreferredLanguageMigrator (to version 32) should migrate: false - up
[2024-08-31 13:11:06.761] [info]  Migrator AppIdMigrator (to version 33) should migrate: false - up
[2024-08-31 13:11:06.761] [info]  Migrator DomainSettingsMigrator (to version 34) should migrate: false - up
[2024-08-31 13:11:06.761] [info]  Migrator MoveThemeToStateProviderMigrator (to version 35) should migrate: false - up
[2024-08-31 13:11:06.761] [info]  Migrator VaultSettingsKeyMigrator (to version 36) should migrate: false - up
[2024-08-31 13:11:06.761] [info]  Migrator AvatarColorMigrator (to version 37) should migrate: false - up
[2024-08-31 13:11:06.761] [info]  Migrator TokenServiceStateProviderMigrator (to version 38) should migrate: false - up
[2024-08-31 13:11:06.761] [info]  Migrator MoveBillingAccountProfileMigrator (to version 39) should migrate: false - up
[2024-08-31 13:11:06.761] [info]  Migrator OrganizationMigrator (to version 40) should migrate: false - up
[2024-08-31 13:11:06.761] [info]  Migrator EventCollectionMigrator (to version 41) should migrate: false - up
[2024-08-31 13:11:06.761] [info]  Migrator EnableFaviconMigrator (to version 42) should migrate: false - up
[2024-08-31 13:11:06.762] [info]  Migrator AutoConfirmFingerPrintsMigrator (to version 43) should migrate: false - up
[2024-08-31 13:11:06.762] [info]  Migrator UserDecryptionOptionsMigrator (to version 44) should migrate: false - up
[2024-08-31 13:11:06.762] [info]  Migrator MergeEnvironmentState (to version 45) should migrate: false - up
[2024-08-31 13:11:06.762] [info]  Migrator DeleteBiometricPromptCancelledData (to version 46) should migrate: false - up
[2024-08-31 13:11:06.762] [info]  Migrator MoveDesktopSettingsMigrator (to version 47) should migrate: false - up
[2024-08-31 13:11:06.762] [info]  Migrator MoveDdgToStateProviderMigrator (to version 48) should migrate: false - up
[2024-08-31 13:11:06.762] [info]  Migrator AccountServerConfigMigrator (to version 49) should migrate: false - up
[2024-08-31 13:11:06.762] [info]  Migrator KeyConnectorMigrator (to version 50) should migrate: false - up
[2024-08-31 13:11:06.762] [info]  Migrator RememberedEmailMigrator (to version 51) should migrate: false - up
[2024-08-31 13:11:06.762] [info]  Migrator DeleteInstalledVersion (to version 52) should migrate: false - up
[2024-08-31 13:11:06.762] [info]  Migrator DeviceTrustServiceStateProviderMigrator (to version 53) should migrate: false - up
[2024-08-31 13:11:06.763] [info]  Migrator SendMigrator (to version 54) should migrate: false - up
[2024-08-31 13:11:06.763] [info]  Migrator MoveMasterKeyStateToProviderMigrator (to version 55) should migrate: false - up
[2024-08-31 13:11:06.763] [info]  Migrator AuthRequestMigrator (to version 56) should migrate: false - up
[2024-08-31 13:11:06.763] [info]  Migrator CipherServiceMigrator (to version 57) should migrate: false - up
[2024-08-31 13:11:06.763] [info]  Migrator RemoveRefreshTokenMigratedFlagMigrator (to version 58) should migrate: false - up
[2024-08-31 13:11:06.763] [info]  Migrator KdfConfigMigrator (to version 59) should migrate: false - up
[2024-08-31 13:11:06.763] [info]  Migrator KnownAccountsMigrator (to version 60) should migrate: false - up
[2024-08-31 13:11:06.763] [info]  Migrator PinStateMigrator (to version 61) should migrate: false - up
[2024-08-31 13:11:06.763] [info]  Migrator VaultTimeoutSettingsServiceStateProviderMigrator (to version 62) should migrate: false - up
[2024-08-31 13:11:06.763] [info]  Migrator PasswordOptionsMigrator (to version 63) should migrate: false - up
[2024-08-31 13:11:06.763] [info]  Migrator GeneratorHistoryMigrator (to version 64) should migrate: false - up
[2024-08-31 13:11:06.764] [info]  Migrator ForwarderOptionsMigrator (to version 65) should migrate: false - up
[2024-08-31 13:11:06.764] [info]  Migrator MoveFinalDesktopSettingsMigrator (to version 66) should migrate: false - up
[2024-08-31 13:11:06.764] [info]  Migrator RemoveUnassignedItemsBannerDismissed (to version 67) should migrate: false - up
[2024-08-31 13:11:06.764] [info]  Migrator MoveLastSyncDate (to version 68) should migrate: false - up
[2024-08-31 13:11:06.830] [info]  Coredumps are disabled in renderer process
[2024-08-31 13:11:07.721] [info]  State version: 68
[2024-08-31 13:11:07.734] [info]  Error: No password found
[2024-08-31 13:11:14.152] [info]  Starting decryption using multithreading
[2024-08-31 13:11:14.296] [info]  Finished search indexing
[2024-08-31 13:14:21.244] [error] TypeError: Object has been destroyed
    at WindowMain.<anonymous> (/usr/lib/bitwarden/app.asar/main.js:86121:36)
    at Generator.next (<anonymous>)
    at /usr/lib/bitwarden/app.asar/main.js:85852:71
    at new Promise (<anonymous>)
    at window_main_awaiter (/usr/lib/bitwarden/app.asar/main.js:85848:12)
    at WindowMain.updateWindowState (/usr/lib/bitwarden/app.asar/main.js:86116:16)
    at WindowMain.<anonymous> (/usr/lib/bitwarden/app.asar/main.js:86051:28)
    at Generator.next (<anonymous>)
    at /usr/lib/bitwarden/app.asar/main.js:85852:71
    at new Promise (<anonymous>)
